mse_ecml_colin;mse_ecml_or;mse_ecml_mean;mae_ecml_colin;mae_ecml_or;mae_ecml_mean;mase_ecml_colin;mase_ecml_or;mase_ecml_mean;std_mse_colin;std_mse_fake;std_mse_mean;std_mae_colin;std_mae_fake;std_mae_mean;std_mase_colin;std_mase_fake;std_mase_mean;mse_ar_error;mae_ar_error;mase_ar_error;best_num_of_kmean_ecml;classifier_acc;best_num_clust;nb_cluster_found_100;fold_better;mse_non_proba;mae_non_proba;mase_non_proba;std_mse_non_proba;std_mae_non_proba;std_mase_non_proba;mse_proba;mae_proba;mase_proba;std_mse_proba;std_mae_proba;std_mase_proba;mse_non_proba_or;mae_non_proba_or;mase_non_proba_or;std_mse_non_proba_or;std_mae_non_proba_or;std_mase_non_proba_or;mse_mean_day;mae_mean_day;mase_mean_day;std_mse_mean_day;std_mae_mean_day;std_mase_mean_day;clustering;classifier;file_name;nb_days
0.7698315384615385;0.5827543076923076;3.234499076923077;0.6573821538461537;0.5652101538461539;1.5874266153846157;0.953592;0.8367150769230769;2.3874692307692307;0.4707593778999098;0.32526518331009774;0.9502948334113884;0.17606705144515744;0.1262677368316694;0.20993555097679142;0.2044651140091366;0.22028131289242275;0.6404704660081049;1.74605;1.0966;1.26426;7;76.47058823529412;2;6;True;0.5244655223880597;0.5224686567164178;0.9533085074626865;0.40209803722989007;0.19631256118063373;0.21388997498891202;0.5239922388059702;0.5221434328358209;0.9526702985074627;0.40229543596277634;0.19605786194007663;0.2127177698965501;0.386820895522388;0.4404694029850746;0.8498640298507462;0.3087332390990176;0.13726082793794714;0.2766396105721154;0.7084461194029852;0.6245889552238806;1.216519253731343;0.49483418819422376;0.20027152531287928;0.4472689783374487;modl;bayes;tps;453
0.7698315384615385;0.5827543076923076;3.234499076923077;0.6573821538461537;0.5652101538461539;1.5874266153846157;0.953592;0.8367150769230769;2.3874692307692307;0.4707593778999098;0.32526518331009774;0.9502948334113884;0.17606705144515744;0.1262677368316694;0.20993555097679142;0.2044651140091366;0.22028131289242275;0.6404704660081049;1.74605;1.0966;1.26426;7;79.41176470588235;2;6;True;0.4990531343283582;0.5108429850746268;0.9490846268656716;0.36436192424897357;0.186789427878584;0.2618750380719004;0.5171602985074626;0.5221886567164179;0.9749925373134328;0.37108962005605023;0.1800049661080736;0.2652879292692189;0.386820895522388;0.4404694029850746;0.8498640298507462;0.3087332390990176;0.13726082793794714;0.2766396105721154;0.7084461194029852;0.6245889552238806;1.216519253731343;0.49483418819422376;0.20027152531287928;0.4472689783374487;modl;tree;tps;453
0.7698315384615385;0.5827543076923076;3.234499076923077;0.6573821538461537;0.5652101538461539;1.5874266153846157;0.953592;0.8367150769230769;2.3874692307692307;0.4707593778999098;0.32526518331009774;0.9502948334113884;0.17606705144515744;0.1262677368316694;0.20993555097679142;0.2044651140091366;0.22028131289242275;0.6404704660081049;1.74605;1.0966;1.26426;7;73.52941176470588;5;6;True;0.46023179104477613;0.4880146268656717;0.9057407462686567;0.344988736921602;0.18220061135215648;0.26048165950455904;0.4513110447761195;0.4837950746268657;0.8980843283582091;0.33021462774914356;0.16668504034777895;0.22931847257981627;0.33948358208955226;0.4106386567164179;0.7926376119402986;0.27200132290998247;0.12204263624805348;0.24807691070942695;0.7084461194029852;0.6245889552238806;1.216519253731343;0.49483418819422376;0.20027152531287928;0.4472689783374487;modl;linear_reg;tps;453
0.7698315384615385;0.5827543076923076;3.234499076923077;0.6573821538461537;0.5652101538461539;1.5874266153846157;0.953592;0.8367150769230769;2.3874692307692307;0.4707593778999098;0.32526518331009774;0.9502948334113884;0.17606705144515744;0.1262677368316694;0.20993555097679142;0.2044651140091366;0.22028131289242275;0.6404704660081049;1.74605;1.0966;1.26426;7;19.117647058823536;200;-1;-1;0.6045137313432836;0.541571791044776;0.9788144776119404;0.5671058724547334;0.24884763534678742;0.3055220216616954;0.603965671641791;0.5413870149253732;0.9768931343283582;0.5618383354673018;0.24848656224825316;0.3027430558169747;0.2726250746268657;0.3654067164179105;0.713724328358209;0.17424001925096463;0.07487941098338106;0.20966610354037352;0.7084461194029852;0.6245889552238806;1.216519253731343;0.49483418819422376;0.20027152531287928;0.4472689783374487;kmeans;bayes;tps;453
0.7698315384615385;0.5827543076923076;3.234499076923077;0.6573821538461537;0.5652101538461539;1.5874266153846157;0.953592;0.8367150769230769;2.3874692307692307;0.4707593778999098;0.32526518331009774;0.9502948334113884;0.17606705144515744;0.1262677368316694;0.20993555097679142;0.2044651140091366;0.22028131289242275;0.6404704660081049;1.74605;1.0966;1.26426;7;17.647058823529406;300;-1;-1;0.7102968656716417;0.6028964179104478;1.1235140298507464;0.5907516259392585;0.2540548841144223;0.42422049410429086;0.5773919402985075;0.5429158208955223;1.0120085074626866;0.47066011201873587;0.215507341248016;0.3321896588255091;0.27469597014925373;0.36649955223880604;0.7148032835820894;0.1733326208161181;0.07510661831506517;0.20745917517752135;0.7084461194029852;0.6245889552238806;1.216519253731343;0.49483418819422376;0.20027152531287928;0.4472689783374487;kmeans;tree;tps;453
0.7698315384615385;0.5827543076923076;3.234499076923077;0.6573821538461537;0.5652101538461539;1.5874266153846157;0.953592;0.8367150769230769;2.3874692307692307;0.4707593778999098;0.32526518331009774;0.9502948334113884;0.17606705144515744;0.1262677368316694;0.20993555097679142;0.2044651140091366;0.22028131289242275;0.6404704660081049;1.74605;1.0966;1.26426;7;79.41176470588235;2;-1;-1;0.5097950746268657;0.5123473134328359;0.9557405970149254;0.38306674925292505;0.18873264351222002;0.2804482098030457;0.5119864179104479;0.5165035820895523;0.973374328358209;0.38059602348375404;0.1731073874769905;0.2848815725573661;0.39564149253731346;0.4449225373134329;0.8584432835820895;0.3176679722051572;0.14213361652787626;0.2855025264722782;0.7084461194029852;0.6245889552238806;1.216519253731343;0.49483418819422376;0.20027152531287928;0.4472689783374487;kmeans;linear_reg;tps;453
0.7698315384615385;0.5827543076923076;3.234499076923077;0.6573821538461537;0.5652101538461539;1.5874266153846157;0.953592;0.8367150769230769;2.3874692307692307;0.4707593778999098;0.32526518331009774;0.9502948334113884;0.17606705144515744;0.1262677368316694;0.20993555097679142;0.2044651140091366;0.22028131289242275;0.6404704660081049;1.74605;1.0966;1.26426;7;73.52941176470588;5;-1;-1;0.7039725373134328;0.6209679104477612;1.200351194029851;0.5022628627665573;0.20011554333730805;0.4207849776577758;0.7028859701492537;0.62035776119403;1.199286567164179;0.50260495662801;0.20015881757543608;0.4211687227141793;0.683024776119403;0.6117797014925374;1.189501641791045;0.48857747623244596;0.20169765723537608;0.43904912417019804;0.7084461194029852;0.6245889552238806;1.216519253731343;0.49483418819422376;0.20027152531287928;0.4472689783374487;kshape;bayes;tps;453
0.7698315384615385;0.5827543076923076;3.234499076923077;0.6573821538461537;0.5652101538461539;1.5874266153846157;0.953592;0.8367150769230769;2.3874692307692307;0.4707593778999098;0.32526518331009774;0.9502948334113884;0.17606705144515744;0.1262677368316694;0.20993555097679142;0.2044651140091366;0.22028131289242275;0.6404704660081049;1.74605;1.0966;1.26426;7;76.47058823529412;5;-1;-1;0.6939320895522388;0.618119104477612;1.2022488059701495;0.47759593128575584;0.19277872383480793;0.4304079673759117;0.701969104477612;0.6218392537313433;1.207430298507463;0.48566655702665323;0.19503285765510056;0.429861729153638;0.683024776119403;0.6117797014925374;1.189501641791045;0.48857747623244596;0.20169765723537608;0.43904912417019804;0.7084461194029852;0.6245889552238806;1.216519253731343;0.49483418819422376;0.20027152531287928;0.4472689783374487;kshape;tree;tps;453
0.7698315384615385;0.5827543076923076;3.234499076923077;0.6573821538461537;0.5652101538461539;1.5874266153846157;0.953592;0.8367150769230769;2.3874692307692307;0.4707593778999098;0.32526518331009774;0.9502948334113884;0.17606705144515744;0.1262677368316694;0.20993555097679142;0.2044651140091366;0.22028131289242275;0.6404704660081049;1.74605;1.0966;1.26426;7;50.0;5;-1;-1;0.7281907462686568;0.6355568656716418;1.2361110447761197;0.5122850309702203;0.20237521049159965;0.44641491543494494;0.7232489552238806;0.6324416417910448;1.2303344776119403;0.5092940018435657;0.2026582405466988;0.4481031603418003;0.683024776119403;0.6117797014925374;1.189501641791045;0.48857747623244596;0.20169765723537608;0.43904912417019804;0.7084461194029852;0.6245889552238806;1.216519253731343;0.49483418819422376;0.20027152531287928;0.4472689783374487;kshape;linear_reg;tps;453
0.7698315384615385;0.5827543076923076;3.234499076923077;0.6573821538461537;0.5652101538461539;1.5874266153846157;0.953592;0.8367150769230769;2.3874692307692307;0.4707593778999098;0.32526518331009774;0.9502948334113884;0.17606705144515744;0.1262677368316694;0.20993555097679142;0.2044651140091366;0.22028131289242275;0.6404704660081049;1.74605;1.0966;1.26426;7;8.82352941176471;15;-1;-1;0.6712329850746269;0.6002801492537314;1.1479601492537317;0.49219463266771846;0.20266738930582154;0.3874311684403853;0.6696355223880597;0.5995064179104478;1.1444779104477611;0.49581821693903877;0.20331967066593912;0.3814825023140028;0.6749188059701494;0.6047710447761194;1.1784016417910448;0.4636687542945093;0.19351891444549335;0.43636574956773583;0.7084461194029852;0.6245889552238806;1.216519253731343;0.49483418819422376;0.20027152531287928;0.4472689783374487;gak;bayes;tps;453
